num,content,sentiment,sentiment_score
24,@骗我我就跳 @樱璃酱酱子 神在画吧！,Negative,0.9999161958694458
25,tbd最強战队[妙啊][妙啊],Positive,0.9999580383300781
26,ivl各个战队还是太有特色了,Positive,0.9660040140151978
27,我去好萌啊,Positive,0.9988559484481812
28,@对莱西奥犯过错,Negative,0.9995052814483643
29,@king夜岚晓,Positive,0.9980553388595581
30,@mooood_ 我草好帅的队拟,Positive,0.9998193383216858
31,@bili_81548827364,Negative,0.9980520009994507
32,博居然还是冷脸萌[星星眼],Negative,0.9999160766601562
33,小奇满满的白切黑味道[星星眼][星星眼][星星眼][星星眼]爽,Positive,0.9999853372573853
34,这个WBG又帅又萌,Positive,0.9999809265136719
35,@蓝萧子,Neutral,0.5670278072357178
36,好帅[喜欢]一个都认不出来[大哭]好帅[喜欢]一个都认不出来[大哭]好帅[喜欢]一个都认不出来[大哭]好帅[喜欢]一个都认不出来[大哭]好帅[喜欢]一个都认不出来[大哭]好帅[喜欢]一个都认不出来[大哭]好帅[喜欢]一个都认不出来[大哭],Negative,0.9989078044891357
37,小椒你咋这么帅！！！[打call][打call][打call],Positive,0.9983067512512207
38,@灰白森林-,Positive,0.9592043161392212
39,依旧是gr和mrc[doge],Negative,0.9797412157058716
40,@我不是绷带精,Neutral,0.7207430005073547
41,@葡萄小酸 好帅的队拟,Positive,0.9998998641967773
42,看惯了第五抽象二创，看这么帅的队拟有一种隔壁抽象老哥进城一趟全变帅了的感觉[笑哭][doge_金箍],Positive,0.9998812675476074
43,都好帅啊！！我们WBG竟然是冷萌脸好帅[给心心][给心心][打call],Positive,0.9999842643737793
44,WBG像魔角侦探里面的那个，霍星[妙啊],Negative,0.9826061725616455
45,@中队长-,Positive,0.9989007711410522
46,我们十个战队真厉害！,Positive,0.9807904958724976
47,@锁夢_鎖梦 我们十个战队真厉害！,Positive,0.9998917579650879
48,你捞的饭力强的可怕,Neutral,0.9370619654655457
49,mrc！mrc！mrc！,Negative,0.9999531507492065
50,[桃源_给花花],Positive,0.9985201954841614
51,@哒咕咕咕咕,Positive,0.9993100166320801
52,@冬柘恪 帅我一大跳,Positive,0.9998703002929688
53,@花思钦融 我们十个战队真厉害,Positive,0.9993348717689514
54,妈呀这个小奇太帅了，，奇公来了（,Positive,0.9999774694442749
55,大眼就应该公主切！！,Neutral,0.743826150894165
56,感慨一下现在的博真的好i啊，前几年e[doge],Neutral,0.6628663539886475
57,好棒！只可惜经历了去年的一些事，已经无法打心底里说出“我们十个战队真厉害”了，还是很遗憾,Positive,0.9999717473983765
58,老奇有种王子变国王的感觉,Positive,0.9999735355377197
59,就算不打游戏了还是会继续看ivl,Positive,0.9999856948852539
60,这wbg这么帅,Positive,0.9944098591804504
61,好好看！老溯本来就有队拟赢了太多）[doge]这个黑发红挑染大眼真的好米[打call],Positive,0.999987006187439
62,@糯走的暴米团 [星星眼]来看我们ivl的队拟,Positive,0.9998593330383301
63,开头椒椒帅我一脸[喜欢][喜欢][喜欢],Positive,0.9999746084213257
64,下辈子太远，我们只争朝夕！,Neutral,0.783665657043457
65,还有我们GW的事,Negative,0.9997442364692688
66,看的好爽，拟的超帅超像,Positive,0.9999539852142334
67,奇公加油（bushi,Positive,0.999592125415802
68,看ivl真的上瘾了，看的时候骂，不看又难受，一想到三月才有比赛我更难受了（）,Negative,0.9999544620513916
69,我们特溯队拟太帅了！[打call],Neutral,0.7141410708427429
70,为什么博有一种很命苦的感觉，是我的错觉吗,Negative,0.9999195337295532
71,[2233娘_第一][2233娘_第一][2233娘_第一],Positive,0.9944562315940857
72,我们就是奇迹！,Positive,0.999909520149231
73,@兄弟摸摸猫_,Positive,0.999963641166687
74,我们十个战队真厉害/（怎么还有TBD啊哈哈哈[doge]）,Positive,0.9999376535415649
75,@wild颜茗然,Positive,0.9949963092803955
76,好帅[喜欢]一个都认不出来[大哭]好帅[喜欢]一个都认不出来[大哭]好帅[喜欢]一个都认不出来[大哭]好帅[喜欢]一个都认不出来[大哭]好帅[喜欢]一个都认不出来[大哭]好帅[喜欢]一个都认不出来[大哭]好帅[喜欢]一个都认不出来[大哭],Negative,0.9989078044891357
77,我去，老师还看i vl，从HP追到绘旅人追到原神崩铁那后再到第五，现在还有ivl[呲牙][呲牙][星星眼][星星眼][星星眼],Positive,0.9994733929634094
78,不对，谁？你说我关注的哪个up？画了什么？,Negative,0.9999572038650513
79,我草老师你居然画ivl了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊双厨狂喜我幸福死了[星星眼][星星眼]封面还是我们奇！不管了我们就是奇迹！！,Positive,0.9999849796295166
80,博勾好帅,Positive,0.9998705387115479
81,没想到会花队拟，我心中的zq就是和呆鸟一样很呆啊，竟然画的那么帅气，可恶让朱雀赚到了。博人就是很适合妹妹头啊，画的太帅了，我心中酷脸帅气妹妹。,Positive,0.9999731779098511
82,我们ivl就是最吊的！！！[支持],Positive,0.9999309778213501
83,@才不识硕硕 我们战队真厉害！,Positive,0.9965231418609619
84,每个都好帅！,Positive,0.9998345375061035
85,从光遇到第五，跟老师一直一个圈好幸福[大哭],Positive,0.9999876022338867
86,@冷风云云 这个帅,Positive,0.9999351501464844
87,啊啊啊啊，不好意思老师，不小心点到不喜欢了真的是误触误触啊，对不起≡￣﹏￣≡，[大哭][大哭]不是故意的，已经一键三连了(ಥ_ಥ)，老师做的特别好(๑>؂<๑）[脸红][给心心][给心心][给心心],Positive,0.9999258518218994
88,[星星眼][星星眼][星星眼][星星眼],Positive,0.9999475479125977
89,我们十个战队真厉害！,Positive,0.9807904958724976
90,爱你牢狼深渊见[给心心],Negative,0.950922966003418
91,好好看[喜欢],Positive,0.9759027361869812
92,每一个咋都美成这样……,Negative,0.999657392501831
93,都好帅[喜欢]椒我笑纳了，奇我笑纳了，狼我笑纳了，积我笑纳了，抖我笑纳了，雀我笑纳了，博我笑纳了，溯我笑纳了，兔我笑纳了，呱我笑纳了[星星眼],Positive,0.993009090423584
94,哇哇哇小洛宝这么帅[喜欢],Positive,0.9999854564666748
95,好帅的小奇！皇冠组还在追我,Positive,0.9997586607933044
96,前排！这个小奇迹是小王子来的[星星眼],Positive,0.9999847412109375
97,竟然还有我们最神秘的队伍tbd，我喜欢这个异头[喜欢],Positive,0.9999570846557617
98,画的好好看好帅！,Positive,0.9998303651809692
99,老大怎么开始看IVL了[喜欢],Positive,0.9999827146530151
100,卧槽是谁在画ivl,Negative,0.9996634721755981
101,TBD还在退赛！,Negative,0.956089198589325
102,溯溯溯我们喜欢你[tv_可爱],Positive,0.9999147653579712
103,[打call][打call][打call]好棒好棒,Positive,0.9984472393989563
104,@祐桪 @希望成为安折 @AndyKreiss,Positive,0.9991301894187927
105,萌啊,Positive,0.9991810917854309
106,萌萌萌萌@南北不喝柠檬水 @梦回无尽夏,Neutral,0.7123919129371643
107,我们十只战队怎么这么萌[星星眼][星星眼],Positive,0.9999676942825317
108,啊啊啊啊啊啊啊啊啊老师居然画捞了，真的哭了，总决赛看狼抖，我的青春啊啊啊啊[大哭],Positive,0.9552955627441406
109,我靠都刷走了，一看到人名我又回来了[打call],Positive,0.9999772310256958
110,老师竟然也看捞！[大笑][大笑][大笑],Positive,0.9895036220550537
111,等等谁在画ivl,Negative,0.9935207962989807
112,老大你也看！！[星星眼],Positive,0.9998716115951538
113,我去老大你居然看艾薇捞。。,Negative,0.9975326061248779
114,我们十个战队真厉害！！！你捞有如此权威的太太产出[脱单doge][脱单doge],Neutral,0.6114564538002014
115,我们十个战队真厉害[星星眼][打call],Positive,0.9996961355209351
116,[萌翻啦Loy_哇~！],Positive,0.9999613761901855
117,和老师又在一个坑的快乐[星星眼]老师画的奇好帅，太合适了[星星眼],Positive,0.9999830722808838
118,这个队拟好帅[星星眼],Positive,0.9998818635940552
119,"我去，老大你还看ivl，那还说啥，直接三连了[保卫萝卜_哇]
这拟人也太帅，太好看，太美了[给心心][给心心][给心心][给心心][给心心][给心心]",Positive,0.9997678399085999
120,哇啊啊啊队拟人吃的就是那么好,Positive,0.9998972415924072
121,好帅[打call],Positive,0.9989757537841797
122,小奇这么帅！[星星眼],Positive,0.9997467398643494
123,我们TBD可是次次保送季后赛队[傲娇],Positive,0.9999529123306274
124,前排[星星眼][吃瓜],Positive,0.9990887641906738
125,雀✓一直在going我,Negative,0.9952711462974548
126,太帅了[星星眼][星星眼],Positive,0.9995512366294861
127,好耶[星星眼],Positive,0.9999631643295288
128,卧槽女神你怎么也是捞妹,Positive,0.9996484518051147
129,卧槽这么爽,Positive,0.9999492168426514
130,我们十个战队真厉害[大笑],Positive,0.9996380805969238
131,这个狼队也太帅了[星星眼][星星眼][星星眼][星星眼],Positive,0.9988940358161926
132,[萌翻啦Loy_美味][萌翻啦Loy_美味][萌翻啦Loy_美味],Positive,0.9998883008956909
133,女神你也在呢,Positive,0.9987047910690308
134,@还是不困了吧 QQ人好看,Positive,0.9999650716781616
135,我不行了好权威的ivl,Negative,0.9995903372764587
136,深渊之前我会坚定的做一个奇公，小奇勾好帅[星星眼],Positive,0.9999392032623291
137,老大。。。。。我爱你！！,Positive,0.9978039860725403
138,我天这个小洛宝是真帅吧,Positive,0.9999737739562988
139,Oh，my god，画这么帅，这么美[喜欢],Positive,0.9999765157699585
140,我喜欢这个,Positive,0.9999620914459229
141,好帅！,Positive,0.9993454813957214
142,刚想问我们TBD战队的事就看见此神秘战队已经弃赛了[doge],Positive,0.9436686038970947
143,我去帅我一雷[星星眼],Neutral,0.5557941794395447
144,好早[打call][打call],Positive,0.9998718500137329
145,妈妈这好好吃,Positive,0.9999822378158569
146,好帅[脱单doge],Positive,0.9999333620071411
147,如此伟大[打call],Neutral,0.7292644381523132
148,一分钟前！,Negative,0.9602356553077698
149,秒赤[星星眼],Negative,0.9984325766563416
150,前排！！[星星眼],Positive,0.9994576573371887
151,帅啊[打call],Positive,0.9854324460029602
152,第一！,Neutral,0.535704493522644
153,老大你是神吗,Negative,0.9906745553016663
154,@我觉得这个名字不好 饭,Negative,0.999890923500061
155,奇勾好扫，嬷了😋😋,Negative,0.9979352951049805
156,"呆鸟真帅，让我嬷嬷😋
以后你们哪只战队犯蠢我就要嬷你们😋",Positive,0.9998891353607178
157,捞妹吃最好的一次👅（老师可不可以搞三创）,Positive,0.9999819993972778
158,女神你和我的圈子重复度达到99.99%,Negative,0.9999547004699707
159,我操全是狂攻,Negative,0.9988842606544495
160,等等老师你也来画ivl了，我们ivl是真的好起来了吗,Positive,0.9996182918548584
161,质量好高啊，可以帮我们也画一个吗[脱单doge],Positive,0.9999841451644897
162,你好这是我主队TBD可以一打十,Positive,0.9992955923080444
